Part_Number,Dataset,Count,LGB_Winkler_80CI_Mean,LGB_Winkler_80CI_Std,LGB_PICP_80CI,LGB_Winkler_50CI_Mean,LGB_Winkler_50CI_Std,LGB_PICP_50CI,LGB_Q10,LGB_Q90,LGB_Median_Q10_Q90,LGB_Q25,LGB_Q75,LGB_Median_Q25_Q75,LGB_MAE_Mean,LGB_MAE_Std,TF_Winkler_80CI_Mean,TF_Winkler_80CI_Std,TF_PICP_80CI,TF_Winkler_50CI_Mean,TF_Winkler_50CI_Std,TF_PICP_50CI,TF_Q10,TF_Q90,TF_Median_Q10_Q90,TF_Q25,TF_Q75,TF_Median_Q25_Q75,TF_MAE_Mean,TF_MAE_Std,LGB_PICP_80CI_Pct,LGB_PICP_50CI_Pct,TF_PICP_80CI_Pct,TF_PICP_50CI_Pct
398786-5,Validation,3,12.322816436351877,0.28230146551177393,0.6666666666666666,8.242050178649091,0.6913229134729467,0.3333333333333333,8.802204240489836,21.01383936528126,12.21550466839853,10.703449715439556,17.97187046329978,7.4753631667046925,4.798954944482783,2.712731820411347,14.349722162882486,0.6130090327490583,0.6666666666666666,8.179356892903646,0.9096228947605286,0.0,8.119077,22.404364,13.9086685,11.017375,18.18457,7.0125847,5.641142209370931,2.0324951150132535,66.66666666666666,33.33333333333333,66.66666666666666,0.0
398908-5,Test,3,17.771549889544666,1.6859772726340412,0.6666666666666666,11.845985013502464,2.9551495421012244,0.3333333333333333,15.45068985847377,32.43976285917788,16.651958730009177,17.698169596118944,26.632511337990632,8.9658358325938,9.244947563571388,7.915064850754006,18.850163650512695,2.167557858161538,0.3333333333333333,12.388435999552408,3.3398822570582545,0.3333333333333333,13.751927,31.852448,18.604706,17.549706,26.568949,9.243153,10.595423380533854,7.075410891866602,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333
398908-5,Validation,3,18.515416255568343,0.489701184125152,0.6666666666666666,10.460049274543445,1.2580280652588536,0.0,16.173823453841933,34.41922406445578,18.275468709464896,19.068765648300197,28.069776770552522,8.959799135245092,7.545001262798454,2.661969050939665,18.111029688517252,0.8223637550229334,0.6666666666666666,10.526588122049969,1.4925713170330064,0.0,13.966538,31.91806,17.634743,17.765747,26.703524,8.832939,7.744139353434247,2.7206375046286575,66.66666666666666,0.0,66.66666666666666,0.0
4-60000H883-00,Test,3,16.884775738995316,1.5676649593434502,1.0,10.362885952901754,1.5527689493836294,1.0,20.885080417049817,37.76985615604514,16.571421816558438,22.074377622133948,32.4372635750357,9.631131365096575,0.8210387697420233,0.5024988437806951,20.971951166788738,0.5412283536937798,1.0,10.341374079386393,0.20598318334946497,1.0,17.381575,38.353527,20.742756,21.822815,32.16419,10.255653,1.6895421346028658,0.6720464997188587,100.0,100.0,100.0,100.0
4-60000H883-00,Validation,3,14.844419146638783,1.475647481433784,0.6666666666666666,9.171614120978987,1.4322605703887563,0.6666666666666666,19.789872895047747,34.61959960558992,15.320104296064159,21.44657553059253,29.75722492213808,8.519068754564977,4.24439954218257,3.6154174839306266,19.41554323832194,0.4678902948892949,0.6666666666666666,10.612424532572428,1.2708957637175677,0.3333333333333333,15.851979,35.254704,19.194817,20.00001,29.563246,9.506477,5.193958918253582,4.040920355834837,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333
401MFD3-3,Test,3,10.506716567371521,1.253421455150816,1.0,5.133863076904633,0.3139278546086887,1.0,2.866768736029273,13.373485303400793,10.54661255856815,4.907422689713125,10.041285766617756,5.316207451671364,1.6098818055964088,0.6088915273891161,9.875617345174154,0.4570924618141566,1.0,4.998991807301839,0.13547212416120832,0.6666666666666666,3.5585606,13.434178,9.89156,5.3349395,10.252641,4.92935,1.275986035664877,1.196091099574216,100.0,100.0,100.0,66.66666666666666
401MFD3-3,Validation,3,9.21087400483738,0.27816800106334644,0.6666666666666666,6.607121418762294,1.7176236535334792,0.3333333333333333,2.412635157806507,11.241886129318862,8.910885158809826,3.8705239408196497,8.955988657008824,5.052106606009759,5.736335210073474,3.9783774930588898,8.972023773193358,0.6506522218973027,0.3333333333333333,6.133888403574626,1.4815069620716619,0.3333333333333333,2.5530348,11.164177,8.824348,4.0407777,8.35852,4.4209943,5.615123430887858,3.3842860501494902,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333
401MFD4-3,Test,3,10.600434235452115,0.39225151771000494,0.6666666666666666,6.464110205765889,0.7126351715251499,0.3333333333333333,3.7803751703737802,14.37785458204906,10.539818992382243,5.679033761097158,11.482675282503982,5.529226354803672,4.260861796194601,1.7492367275706528,11.791944821675619,0.5971148541394071,1.0,6.491281986236572,0.45915973218051914,0.0,5.187848,16.979792,11.658405,7.4178147,13.308806,5.8252153,4.210736274719237,0.3453076739678474,66.66666666666666,33.33333333333333,100.0,0.0
401MFD4-3,Validation,3,10.609121990576485,0.7595114140382222,1.0,6.395892770161541,0.1272612438608192,0.6666666666666666,4.155958354949802,14.765080345526286,10.797668027466585,6.0623768480026285,12.187211498674381,6.2965711460711,3.2581400864421917,0.619296898850336,9.82046127319336,0.42011665187403646,1.0,5.216546535491943,0.365059328571472,0.3333333333333333,3.4309864,13.251447,9.529894,5.1847625,10.056081,4.7206373,2.701711654663086,1.1738099688336912,100.0,66.66666666666666,100.0,33.33333333333333
4052506-955,Test,3,10.648664874777415,0.6157191923304404,1.0,6.177698756439622,0.3489670883584218,0.3333333333333333,5.150706443344553,15.799371318121965,10.933924200564142,7.140468869649219,13.114223017122802,5.9389377267080565,3.1238055757539915,2.0222687279258738,12.375900268554688,0.38360352280523957,1.0,6.349268436431885,0.007724706459238467,0.6666666666666666,5.75505,18.13095,12.632502,8.13605,14.337167,6.351844,2.620398839314777,1.1081718885755956,100.0,33.33333333333333,100.0,66.66666666666666
4052506-955,Validation,3,11.711501925562933,0.4157942348114116,1.0,7.043832293030867,0.1219109582875473,0.3333333333333333,5.763154510050821,17.474656435613756,11.78427413932749,7.69086703227416,14.312759313417454,6.525689397200631,3.2877410505079787,0.7657663552528221,11.473954836527506,0.47746239994479606,1.0,5.985190073649089,0.589211108470884,0.6666666666666666,4.7698226,16.243776,11.518917,6.9184284,12.6455,5.7429023,2.675967534383138,1.2642727765523936,100.0,33.33333333333333,100.0,66.66666666666666
4063-16082-3,Test,3,15.565078835179003,0.4765706410597631,1.0,9.0142059188813,0.18219353993875584,0.6666666666666666,12.238108016387656,27.803186851566664,15.40478547762961,14.610028733717693,23.582242317882617,9.07007909967324,2.9140205576913396,1.7160554636346448,17.62004216512044,0.4160872796831284,1.0,8.782370567321777,0.22171661658691164,0.6666666666666666,12.954175,30.574217,17.669998,16.66362,25.400183,8.765057,4.346908569335938,0.4959679432876396,100.0,66.66666666666666,100.0,66.66666666666666
4063-16082-3,Validation,3,17.022573430204307,0.6255217658866387,0.3333333333333333,9.188316433988737,1.2529568084216185,0.3333333333333333,14.752091326415524,31.626003717050295,17.130439619272103,17.171026150662968,25.28010263596103,7.739029516433007,5.787975157589455,2.765737440275127,15.735408465067545,0.36903159463787083,1.0,7.962870121002197,0.2477937302236054,0.6666666666666666,9.969306,25.704714,15.980354,13.181488,21.053823,7.980672,1.8636016845703125,1.9631441938332237,33.33333333333333,33.33333333333333,100.0,66.66666666666666
4081600-930,Test,3,13.571456955988696,0.525630058140285,1.0,8.074422906340635,0.36515236495295306,1.0,8.93974024122281,22.511197197211505,13.680994183124968,11.372680400192422,19.447103306533055,8.276257361918347,2.950808582304371,0.7399684999249349,15.634380658467611,0.697584078636604,1.0,8.208474000295004,0.49624249776841145,0.3333333333333333,10.466562,26.100943,15.721885,13.704395,21.561441,7.8982773,4.077740351359051,1.478727435894261,100.0,100.0,100.0,33.33333333333333
4081600-930,Validation,3,13.410019331845893,1.0770875267694766,0.6666666666666666,7.907720080371966,0.7169637075548333,0.3333333333333333,9.002352165022467,22.404265992988428,12.859506478634103,11.776050913953581,19.189866662984173,7.451049335078041,3.259121765154758,2.7868824244945403,14.302751223246256,0.3252492347708924,1.0,7.5106096267700195,0.5466405229710286,0.6666666666666666,8.414932,22.717682,14.28726,11.310763,18.527578,7.2021036,3.2816963195800795,1.5844878165163179,66.66666666666666,33.33333333333333,100.0,66.66666666666666
4081600-940,Test,3,11.212254717540858,0.5943633718781783,1.0,6.011892929054059,0.6558442893935492,0.6666666666666666,7.60749633909429,18.819751056635152,11.018377283160271,9.512555413395797,15.243975677089308,5.719526720922273,2.445035134553587,1.4775395596612726,14.644949277242025,0.8210984142267577,1.0,8.126696904500326,0.4024221733007791,0.0,8.170922,22.815872,14.448903,11.104571,18.512316,7.3225145,5.08630084991455,0.49339760099035485,100.0,66.66666666666666,100.0,0.0
4081600-940,Validation,3,11.217300637676402,0.10769524144625095,0.6666666666666666,7.430347578210899,0.9035859969005847,0.6666666666666666,7.4919090180628585,18.67185215650525,11.233446555400421,9.798232448399936,16.680409259122012,6.9475534992358146,3.272209531926837,2.3837560002629847,13.011700312296549,0.8061639497690186,1.0,6.712632815043132,0.32647562109827905,0.3333333333333333,6.011473,19.023172,12.504252,8.498431,15.04103,6.288271,2.8633254369099936,1.1035304701221893,66.66666666666666,66.66666666666666,100.0,33.33333333333333
4082260-939,Test,3,13.044978644025525,0.1400704524583803,1.0,7.715191891878862,0.025995985895852752,1.0,8.216397079195612,21.261375723221136,12.981666584822957,10.661398585220295,18.376590477099157,7.717348981408035,2.7645545361094577,1.0871767487808706,14.971881866455078,0.5199774310901083,1.0,7.503060340881348,0.2498108108915575,1.0,9.133475,24.105356,15.03585,12.206848,19.709908,7.5253916,0.8255345026652012,0.7358714456081207,100.0,100.0,100.0,100.0
4082260-939,Validation,3,13.678356150537132,0.7513063578224342,0.6666666666666666,8.501891155793649,0.9129966161222348,0.6666666666666666,8.824733333731084,22.39304643152593,13.6322751734068,11.106505243477534,19.039359206863136,8.018865818346365,4.374542274837361,1.8500100741546193,13.495622253417968,0.3797277816931836,0.6666666666666666,7.845046679178874,0.7517753766731129,0.3333333333333333,7.132023,20.597336,13.547768,9.844597,16.600805,6.8059387,4.930891354878743,2.4302236821589136,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333
4086850-922,Test,3,12.867111198348516,0.45490847573578663,1.0,7.554560384171474,0.2138133738240588,1.0,15.045568164709238,27.91267936305776,13.065666244300143,16.50427323455355,24.05883361872502,7.657375945575929,2.1376186328865123,1.2038648796526403,19.686676025390625,0.39952334537192663,1.0,10.184950510660807,0.2073861178606811,0.3333333333333333,15.012627,34.6993,19.668688,19.222868,28.948372,9.727367,5.885600407918297,0.631597011237172,100.0,100.0,100.0,33.33333333333333
4086850-922,Validation,3,12.027976678250333,0.2605702707766174,1.0,7.675084385844566,0.5205758784419678,0.3333333333333333,13.640611807790037,25.668588486040374,12.135895213034772,15.196154941362868,22.107729622678843,6.948874123793498,3.7939311096648667,2.355916509319086,16.838581085205078,0.541849551800576,1.0,8.958055178324381,0.6089644344453375,0.6666666666666666,11.055542,27.894121,16.867851,14.578542,22.977972,8.387362,3.813859939575194,2.994658616464866,100.0,33.33333333333333,100.0,66.66666666666666
4091900-942,Test,3,11.991215433382669,0.37469671333378707,0.6666666666666666,7.334793446099352,0.8583352576096623,0.6666666666666666,8.23546305698158,20.12072694790153,11.865165370871768,9.915010172505133,16.759481696071678,6.888969780463427,2.3548400687961966,2.3517893655606246,13.354917716979982,0.31136977047243125,0.6666666666666666,7.213542938232422,0.7557921603122754,0.6666666666666666,7.332279,20.660147,13.379517,9.993045,16.692795,6.7199955,3.1136601765950527,2.385533711986956,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
4091900-942,Validation,3,11.364091980326746,0.7232174463961385,1.0,6.474932991811084,0.3650533818550063,1.0,8.102648492102434,19.466740472429176,11.74031914628494,9.999072929137236,16.47400592094832,6.672062620676746,2.3357860796621686,0.1330735678839249,12.859289169311523,0.355284720599177,1.0,6.450667381286621,0.17793708060830643,1.0,6.6727448,19.532034,12.82618,9.213296,15.663963,6.4504642,2.1172084808349596,1.1127746594326047,100.0,100.0,100.0,100.0
4101002-11,Test,3,14.713596105788616,0.6454581089741347,0.6666666666666666,8.020461069051086,0.47147988929673684,0.6666666666666666,10.224091278154583,24.91276837930199,15.003659609546169,13.228744522592327,20.648075594065347,7.650388099096704,4.654490654655775,2.00702297099159,16.386902364095054,1.139613755921902,0.6666666666666666,9.329490979512533,1.887901761238369,0.3333333333333333,11.336141,27.518454,15.714593,14.702859,22.757132,7.8500843,6.5673262278238935,3.420459624528723,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333
4101002-11,Validation,3,14.673453151284383,0.6594788986530326,0.6666666666666666,8.870303363894644,0.9928653434321751,0.3333333333333333,12.042655536207524,26.635266699398176,14.934709592793773,14.685375273360421,22.784967945643572,8.118511435494215,4.598178932032767,2.2514516037304197,14.998831748962402,0.12736676252217394,1.0,7.887001673380534,0.3509151489350648,0.3333333333333333,9.390546,24.38938,15.011689,12.442279,19.953661,7.5461483,3.8196303049723315,1.6023766083212116,66.66666666666666,33.33333333333333,100.0,33.33333333333333
4131020-3,Test,3,14.116056327269613,0.23344531828318693,0.6666666666666666,8.808361411945272,0.9220889460842165,0.6666666666666666,9.473292816158937,23.47207274372312,14.227238289820189,12.17375836882035,20.241789792051282,7.97148996792405,3.841411922465841,4.638896799177497,17.54983393351237,0.3696170716558704,1.0,8.884689648946127,0.3979752528205062,0.6666666666666666,13.040661,30.590494,17.766178,16.74466,25.42489,8.755178,3.8710435231526694,1.4594909749252711,66.66666666666666,66.66666666666666,100.0,66.66666666666666
4131020-3,Validation,3,13.77299059030887,0.2481199178824416,0.6666666666666666,8.448666307358593,0.6257208932589475,0.6666666666666666,9.096896177907542,22.821484136955377,13.713221908380254,11.363994217746546,19.067038688394742,7.849608352693444,4.810763584641464,3.456476839152821,15.002398173014322,0.5207890378165666,1.0,7.8327436447143555,0.6782108000211055,0.6666666666666666,9.18948,24.19188,14.952623,12.243672,19.747791,7.47112,2.5695082346598306,2.2410434354970463,66.66666666666666,66.66666666666666,100.0,66.66666666666666
4131020-4,Test,3,16.22910414826192,0.5239923065759714,0.3333333333333333,11.637712360206303,1.0795538942721696,0.0,12.82026027093472,28.75822351311275,16.13335224325446,14.879045674916574,23.36684940357908,8.283499178766952,10.560538292395385,1.90926258125324,17.911190414428713,0.7880780879694558,0.6666666666666666,10.718551635742188,1.3506686306695816,0.0,13.3008375,31.00796,17.213383,17.02573,25.821898,8.562593,8.05621655782064,3.066763102588426,33.33333333333333,0.0,66.66666666666666,0.0
4131020-4,Validation,3,16.972534848059585,0.8466219568096074,1.0,9.821257699135272,0.5932336208912597,0.6666666666666666,11.711646370477377,28.684181218536967,16.72110350583944,14.39178658205203,23.804198351815234,9.427225392579338,3.684956957133019,2.5518015988510228,16.719738006591797,0.2132190189019368,1.0,8.70827833811442,0.5651451226150761,0.6666666666666666,11.78967,28.509407,16.788025,15.283589,23.608873,8.344406,3.7955258687337263,2.142987452146977,100.0,66.66666666666666,100.0,66.66666666666666
418-09104,Test,3,10.289726513745853,0.06788508314887831,1.0,5.149425699478716,0.5876214373355485,0.6666666666666666,3.4101074273810177,13.699833941126869,10.311911898543897,5.480547686544454,10.501826096246797,5.2503505573336104,2.093257958265766,1.4531502930154985,11.450668334960938,0.3628173305384086,1.0,5.940911293029785,0.4342023184823784,0.6666666666666666,4.9615264,16.412195,11.6480255,7.126066,12.8314295,5.8062134,2.1265427271525064,1.4992876079731312,100.0,66.66666666666666,100.0,66.66666666666666
418-09104,Validation,3,9.098796921443336,0.7322671820134379,0.3333333333333333,6.102303901793586,0.49798820280692774,0.3333333333333333,2.3739517206795835,11.229328304523023,8.742465993666482,4.129783370539584,8.868910579069722,4.635861511416081,4.4018434184129935,3.004724088737342,10.6862154006958,0.5057903307349573,1.0,5.968511660893758,0.24508328963468068,0.0,4.220436,14.9066515,10.479527,6.2179184,11.517407,5.1887727,4.027226130167642,0.5630084865999311,33.33333333333333,33.33333333333333,100.0,0.0
41F1005,Test,3,12.826369085078866,0.18026692471523648,0.3333333333333333,8.26015566387057,0.6587340324080203,0.3333333333333333,5.952221375143001,18.645665918104267,12.688414275147776,8.009041916238148,14.961497314757866,6.988235957714792,4.89811313421015,3.5506465846503836,13.770183436075847,0.820347805981798,0.6666666666666666,8.530654112497965,1.528561039527709,0.3333333333333333,7.4226556,20.952202,13.270403,10.10136,16.896866,6.6452065,6.329397201538086,3.521452700055421,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333
41F1005,Validation,3,11.509738518907719,0.9201471108992341,0.6666666666666666,7.3626338553872435,0.155022927238608,0.6666666666666666,5.404280016795454,16.90393860335523,11.535098786626946,7.065070734034876,13.953153925427443,7.191489832191629,3.5055421773329765,2.2720142075666936,11.450692494710287,0.12003088378305206,1.0,6.498276392618815,0.6112463357742297,0.3333333333333333,4.921308,16.372,11.437628,7.067528,12.786946,5.7020006,3.818943977355957,2.1454428068037075,66.66666666666666,66.66666666666666,100.0,33.33333333333333
41F9003,Test,3,12.301523392089072,0.20768049116805884,1.0,6.972776567288328,0.15445404546357508,1.0,6.5965084433983705,18.89803183548744,12.269659990039813,8.88098704302009,15.85376361030842,6.952909483167041,0.9224675282012864,0.6763270379947358,13.946073214213053,0.364632670746306,1.0,7.052905400594075,0.16289805350349174,1.0,7.094816,21.040888,13.796347,9.815378,16.868284,6.9630136,2.2292257944742833,0.8719659292345731,100.0,100.0,100.0,100.0
41F9003,Validation,3,12.546413923360154,0.2829794375865553,1.0,7.133535025998865,0.7159134780450009,0.6666666666666666,6.933624433690149,19.480038357050304,12.397925470360034,9.495866892436572,16.343540435570073,6.86713940550281,2.0229870342316674,1.82190734269469,12.667425473531088,0.2704171977678888,1.0,6.4116441408793134,0.17308834497746886,0.6666666666666666,5.6290793,18.296503,12.777619,8.03225,14.396724,6.4394646,1.744860967000325,1.2456036808698787,100.0,66.66666666666666,100.0,66.66666666666666
41SG272-6,Test,3,14.963904746058736,0.3394230249556681,1.0,9.139362580234085,0.3550543963165688,1.0,9.019104423781087,23.98300916983982,15.077465808930528,11.065927847933244,20.205290428167327,8.905541571567971,2.0629842249141475,0.7091388383037208,15.408795992533365,0.4455026432582903,1.0,8.087084770202637,0.4413214088235801,0.3333333333333333,9.631099,25.039896,15.3380785,12.816425,20.517122,7.668211,4.051009496053061,1.5653916182431247,100.0,100.0,100.0,33.33333333333333
41SG272-6,Validation,3,14.632578993780472,0.7782781426162262,1.0,9.396034186660403,0.23957974021574774,0.6666666666666666,8.133938677767079,22.76651767154755,14.155433375005739,10.344747292423342,19.489280242848398,9.066579280285337,3.2134474524731336,2.7798212623419163,14.577007293701172,0.4942964659612495,1.0,7.856209754943848,0.6023894852524199,0.6666666666666666,8.489132,23.06614,14.721939,11.476795,18.767485,7.342908,2.819738388061525,2.872369107225907,100.0,66.66666666666666,100.0,66.66666666666666
4205401,Test,3,15.097829996602256,0.7175257597149102,1.0,7.779191881697435,0.36826724260654137,1.0,13.40274823819564,28.500578234797896,14.591091920914563,16.308601053882345,24.087792935579785,8.021401456267753,1.285762320287598,0.6587639887137863,19.48909568786621,0.5272320411955796,1.0,9.989556630452475,0.6719855064740113,0.6666666666666666,16.182701,35.6718,19.652111,20.374203,29.922134,9.557686,4.421124776204427,2.7615932946837956,100.0,100.0,100.0,66.66666666666666
4205401,Validation,3,15.675322190424213,0.36934941409582545,1.0,8.01685158362965,0.375929885108072,1.0,12.703433177055908,28.37875536748012,15.489885951224885,15.525168276368644,23.54201985999829,8.000706164878938,2.917600585028089,1.0281711741462116,16.389753659566242,0.5961470242070341,1.0,8.224611282348633,0.21445687137456526,0.6666666666666666,11.573185,27.962938,16.11415,15.022697,23.153734,8.014858,2.145303090413415,1.755166387429716,100.0,100.0,100.0,66.66666666666666
430070-2,Test,3,4.6397298985947115,0.2572775666949757,0.6666666666666666,2.8998857415645625,0.4025996372033519,0.6666666666666666,0.9038390273234266,5.494701930332553,4.7378825655382935,1.690981380132315,4.342508001665255,2.62692122352787,0.9595636239010051,1.1925079780390828,6.180962737401327,0.3942892154556143,0.6666666666666666,3.509787599245707,0.6778001356655611,0.6666666666666666,1.0117482,7.1173744,6.019301,2.0076933,5.1526413,3.1101987,1.4265530904134114,1.6056474520096717,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
430070-2,Validation,3,4.835142093130588,0.11951013805322759,0.6666666666666666,2.3582071215334577,0.3350346772425174,0.6666666666666666,1.4980762783304613,6.286220481946355,4.790457913350139,2.3803898167691537,4.501857894904696,2.12060709089441,0.9249041033847908,1.0444994809227295,5.288463910420735,0.33908620064768563,1.0,2.7727927366892495,0.1460260468447767,0.6666666666666666,0.5838251,5.872289,5.077361,1.4373422,4.159819,2.631638,0.716427723566691,0.5832211734282463,66.66666666666666,66.66666666666666,100.0,66.66666666666666
430201,Test,3,9.587057063615271,0.6200826581555664,1.0,5.680655475752954,0.4123338104718301,0.3333333333333333,2.6155246782595882,12.202581741874857,9.307276662749256,4.52706407906221,9.958834856644177,5.278547851893369,2.968215703747152,0.8753669175614639,10.495754877726236,0.6345695089816501,1.0,5.904491821924846,0.5618392146529095,0.0,4.013824,14.509579,10.078478,5.9212556,11.143154,4.996289,3.946322758992513,0.569837246057419,100.0,33.33333333333333,100.0,0.0
430201,Validation,3,9.130712831036554,0.27291842439818953,1.0,4.750043257697601,0.4069752690816653,0.3333333333333333,3.3165337504967387,12.447246581533292,9.275106964701251,5.324948516222734,9.879796095979591,4.425197091813871,1.921695377202969,1.2314064225107275,9.432303428649902,0.5324717933449215,1.0,4.877725601196289,0.4533831214278099,0.3333333333333333,3.0780613,12.510365,9.769766,4.7359138,9.41871,4.85278,2.567283789316814,0.6283750071471944,100.0,33.33333333333333,100.0,33.33333333333333
4315542,Test,3,16.063875170613766,1.202846126751063,0.6666666666666666,10.73676000020251,2.633055577285547,0.3333333333333333,16.91957427263628,32.57229156417124,15.512905576048617,18.793663523807332,27.470887721274078,8.355663908310454,7.137284863817502,6.7719541860564485,21.648857752482098,0.6363031717540574,0.3333333333333333,12.705994923909506,1.5404074191940333,0.3333333333333333,18.412104,39.91454,21.542772,23.00569,33.528202,10.532076,9.056322733561197,3.9117381420864206,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333
4315542,Validation,3,15.472813896910191,0.895307370569378,1.0,10.020412868941017,1.0754942102701854,0.6666666666666666,15.86343099416758,31.33624489107777,16.097777943976638,17.00808865594158,26.303288121981755,9.350835809192915,4.768025235965393,3.677070280279179,17.99173049926758,0.4699555843377882,0.6666666666666666,10.208155314127604,1.6895028942403034,0.6666666666666666,13.465603,31.213404,18.144852,17.221077,26.006874,8.9309025,5.038006464640297,5.306058508789019,100.0,66.66666666666666,66.66666666666666,66.66666666666666
4404B000-004,Test,3,11.859378461997082,0.6420843479597884,0.3333333333333333,7.7934866835757495,0.8811827991437601,0.3333333333333333,7.1063731130836345,18.78669411258073,12.01534598232742,8.990963217944326,15.733713879100856,6.782458245059413,5.161098041914458,1.6335265410192101,13.850290934244791,1.0071195517753277,0.3333333333333333,8.533010323842367,1.5804105908194048,0.3333333333333333,7.7690215,21.30533,13.456728,10.496495,17.288866,6.770775,6.8034928639729815,2.8437532538491697,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
4404B000-004,Validation,3,11.457021022612643,0.4066168780142272,1.0,7.6660768635041,0.27314453743406536,0.0,7.499398223658709,18.956419246271352,11.479854410887341,9.284741708822049,16.194493144543127,7.0889215212841865,4.827653603566046,1.2851701585064113,12.23672078450521,0.29419645477458445,0.6666666666666666,6.943037509918213,0.8251494941058799,0.3333333333333333,5.959104,18.188246,12.129758,8.323332,14.461281,6.073574,4.3092063268025695,2.0655787800768852,100.0,0.0,66.66666666666666,33.33333333333333
441921-5,Test,3,18.20264194697179,0.9785826524710465,1.0,13.595589783112816,0.2769579997474553,1.0,24.762168181916223,42.96481012888802,18.831829353143352,24.286963048987488,37.88255283210031,13.75066856466032,1.2027570207843385,1.0347233441730377,25.192139943440754,0.5214211809467518,1.0,12.216017405192057,0.19955423454297985,1.0,23.625366,48.81751,24.993135,28.981268,41.197285,12.131008,4.117561340332029,0.2606454866116276,100.0,100.0,100.0,100.0
441921-5,Validation,3,21.067866752101825,0.6938483044806654,1.0,14.270695140428321,0.7300885327992619,0.6666666666666666,22.540039101395376,43.60790585349719,20.722357883713823,23.093377883010678,37.262348477641986,13.983365000342761,6.116718639299396,1.4421035288279254,22.253882726033527,0.4146382129517011,1.0,11.065932591756185,0.4470888564957566,0.6666666666666666,20.452215,42.706097,22.523869,25.253107,36.06847,10.918587,4.8847904205322195,1.175075289914674,100.0,66.66666666666666,100.0,66.66666666666666
442634,Test,3,10.07388024488507,0.3467865313032318,1.0,6.5540650149236415,0.15587221701040574,1.0,4.491575029112242,14.565455273997314,10.315083733046365,6.15430441317763,12.708369428101271,6.612284997365551,2.1019813667305915,1.0572759968886483,13.043272654215494,0.4407427002891605,1.0,6.803927580515544,0.15089649060902627,0.6666666666666666,6.518799,19.56207,13.153252,9.057609,15.627412,6.6226635,2.6005140940348306,1.4981001552093227,100.0,100.0,100.0,66.66666666666666
442634,Validation,3,9.494573558084623,0.8857809062052071,1.0,5.89474309420005,0.47576779700802424,1.0,3.7661784100273095,13.260751968111933,9.24792324907563,5.456069976348197,11.350813070548249,5.582091464926595,1.5289671126302729,0.23168374649423365,11.471564610799154,0.4634860887416965,1.0,5.737366517384847,0.23089681543240598,1.0,4.683497,16.155062,11.3257675,6.815132,12.552499,5.661737,0.6271483103434239,0.338816238641658,100.0,100.0,100.0,100.0
442653,Test,3,31.478491971245262,2.861190201281237,0.6666666666666666,32.73916945073745,9.353188758742546,0.0,29.70674147635432,58.70475063139741,28.678768795158785,24.430973862522716,45.67361995985366,21.349525356260717,34.34834838289125,18.624953392931978,33.009996541341145,2.786610221270729,0.6666666666666666,21.439970016479492,9.229037557209663,0.3333333333333333,34.521824,65.532814,30.952095,41.089504,55.90504,14.790581,19.645627339680996,18.881011067898488,66.66666666666666,0.0,66.66666666666666,33.33333333333333
442653,Validation,3,30.914493092663026,1.0990325699934071,0.6666666666666666,25.37242828813757,3.3931999814180753,0.0,29.67766195150095,60.28780061867092,31.013092977691056,24.430973862522716,45.940137634653915,21.450263822443834,19.393451188272447,6.781278821355317,29.27561683654785,0.22011064078461756,0.6666666666666666,16.108496348063145,2.780560267683486,0.6666666666666666,31.58079,60.588562,29.002583,37.774063,51.77184,14.003719,8.402286529541014,7.616231150957234,66.66666666666666,0.0,66.66666666666666,66.66666666666666
45-0351-3,Test,3,11.568992780183601,1.3053451557444118,0.6666666666666666,7.361950280591155,2.291128984718601,0.6666666666666666,6.642650842135134,17.845284970376735,11.050186341300208,8.976942957256028,15.04811865923251,6.381949372263721,4.225111996099632,4.3385813488247145,13.221694310506185,1.4193050579973554,0.6666666666666666,8.150100549062094,2.1169869991683594,0.3333333333333333,6.3061967,19.137516,13.528117,8.783721,15.265332,6.8681154,6.246135393778483,4.074423934934469,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333
45-0351-3,Validation,3,12.274543117723482,0.18114505198987746,0.6666666666666666,7.579622658005501,1.0039302340783962,0.6666666666666666,6.881860439360338,19.070291918911373,12.219387637764669,9.435582635820325,16.33889878369986,6.949075068391295,3.6300601189412163,1.9145326916273497,12.704338614145916,0.1753567325980759,0.6666666666666666,6.941061655680339,0.8271227940859106,0.6666666666666666,5.8802834,18.523886,12.639767,8.312624,14.690804,6.371606,3.0841627120971666,2.41646053822479,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
